369,224,18.3848,27,
228,131,26.0768,37,
292,166,15.6205,23,
440,326,16.2788,52,
507,332,18.4391,27,
624,387,16.4012,24,
216,128,14.8661,22,
84,60,12,13,
418,294,19.799,29,
670,441,12.8062,73,
258,206,19.105,52,
575,406,26.2488,58,
558,346,15.6525,106,
227,142,12.0416,40,
63,32,0,1,
490,328,12,65,
126,70,13,14,
443,250,22,71,
440,258,22.2036,48,
476,297,25.5539,36,
272,214,19.105,56,
344,212,25.5539,36,
291,170,24.1868,34,
189,136,13.0384,39,
236,166,16.9706,25,
637,400,21.2132,45,
192,142,18.4391,27,
524,376,10.0499,38,
254,178,14.0357,40,
63,32,0,1,
258,172,19.8494,49,
201,126,15.6205,23,
286,178,21,50,
56,30,0,1,
176,136,12,13,
442,274,16.2788,24,
242,176,14,15,
492,324,11,12,
289,170,10,11,
810,459,15.6205,23,
325,198,16.9706,25,
315,248,19.105,28,
486,329,13.4536,70,
403,218,22.2036,46,
411,290,17.8045,26,
30,22,0,1,
159,104,17.6918,26,
30,22,0,1,
193,130,13.0384,35,
132,70,12,13,
341,220,14,15,
369,258,14.1421,41,
460,298,11,12,
697,434,22,23,
170,140,19.105,28,
172,100,16.2788,24,
226,168,15.2643,50,
305,214,17.6918,54,
599,350,17.2047,25,
192,128,16.4012,24,
255,176,13,14,
385,256,17.8045,26,
397,278,12.6491,63,
546,392,25.2389,62,
348,228,18.3848,27,
302,216,12,13,
40,26,0,1,
256,146,17.2047,25,
126,96,17.2047,25,
579,336,26.0768,37,
434,314,11,12,
506,312,22.8254,82,
468,278,16.2788,24,
331,212,14.8661,46,
268,152,17.6918,26,
560,403,22.8473,55,
54,30,0,1,
205,124,10,11,
212,154,21,22,
78,62,14,15,
373,258,11,12,
646,420,13.6015,38,
300,216,13.1529,40,
660,402,16.1245,115,
306,210,13.0384,39,
473,340,21,22,
369,244,13,14,
353,280,13,14,
174,92,22,23,
675,404,17.0294,45,
456,304,12,59,
241,170,20,49,
584,372,24.1661,33,
232,140,17.6918,26,
256,150,14,15,
141,96,17.0294,25,
482,328,19.105,52,
219,146,14,15,
357,244,16.2788,24,
461,350,19.105,76,
