531,886,22.6716,37,
550,972,26.8328,45,
476,836,33.4216,50,
551,940,20.5913,63,
532,898,21.6333,93,
472,843,43.2666,121,
498,855,28.0179,98,
533,918,25.632,64,
527,943,18.6011,97,
558,986,21.1896,96,
538,918,10.4403,16,
546,885,9.05539,13,
495,877,38.8973,136,
510,919,23.3452,54,
548,970,25.0599,77,
580,999,35.8469,96,
454,804,21.6333,145,
445,804,28.6531,40,
493,842,32,33,
521,922,39.8246,125,
528,904,48.8774,118,
506,897,33.9559,120,
588,998,20.6155,76,
512,891,24.2074,93,
485,852,32.2025,124,
529,911,36.6879,235,
558,966,19.6977,27,
536,916,10.4403,14,
549,990,32.0156,122,
574,1003,26.9258,112,
566,998,32.5576,127,
528,945,41.0488,162,
459,799,33.2415,90,
476,825,1,2,
571,1013,31.9061,235,
579,991,48.2597,114,
465,831,37.5366,80,
549,946,43.6807,93,
513,916,18.6011,43,
509,864,26.2488,46,
515,921,28.4253,129,
544,915,19.2354,25,
559,975,31.6228,99,
464,810,28.8617,36,
505,901,21,22,
448,780,38.6005,123,
484,837,56.4004,114,
517,876,12.7279,23,
542,919,21.8403,34,
508,883,28.0179,56,
512,873,43.3244,56,
543,902,15.5563,43,
520,879,10.2956,15,
523,934,13.8924,74,
433,778,43.2782,88,
500,876,43.4626,80,
556,965,10.0499,72,
525,927,10.6301,68,
526,897,53.2541,115,
508,898,43.8634,279,
515,848,19.6977,29,
469,824,32.9848,67,
476,851,7,8,
577,962,14.4222,65,
492,853,23.6008,146,
473,828,22.0227,66,
477,866,4,9,
481,831,31.9531,70,
486,843,36.0139,48,
484,865,40.3113,98,
560,969,9.05539,11,
616,1058,25,116,
517,889,30.0666,33,
575,1034,20.2485,75,
546,986,48.8467,191,
512,884,14.4222,53,
548,949,18.9737,165,
489,830,15.0333,17,
557,930,18.0278,36,
525,931,44.5533,114,
496,906,42.7551,189,
471,829,40.1123,162,
469,791,23.7697,76,
434,733,31.3847,96,
482,854,18.2483,64,
527,919,26.2488,118,
526,905,53.4135,118,
500,884,34.4819,116,
567,976,21.095,86,
505,872,29.5466,40,
540,911,38.9487,66,
518,884,43.1856,78,
544,950,31.6228,135,
477,851,57.28,96,
495,874,1,2,
556,1001,6.32456,11,
593,993,17,66,
547,957,46.8722,152,
542,917,38.8973,134,
466,805,44.8219,80,
