10000,10001,96.5194,545,2.72432,
10000,10001,26,285,2.45018,
10000,10001,5.09902,29,2.46712,
10000,10001,74.3303,264,2.64754,
10000,10001,64.6375,337,2.73414,
10000,10001,70.5762,394,2.70873,
10000,10001,47.4342,271,2.67304,
10000,10001,83.2166,330,2.65517,
10000,10001,45.0999,313,2.74885,
10000,10001,44.6542,369,2.65517,
10000,10001,35.8469,72,2.67681,
10000,10001,68.884,242,2.66173,
10000,10001,9.8995,23,2.75952,
10000,10001,20.1246,48,2.69874,
10000,10001,72.0069,614,2.62569,
10000,10001,25.807,155,2.65002,
10000,10001,59.7746,192,2.60618,
10000,10001,83.2166,394,2.69719,
10000,10001,65.192,439,2.48559,
10000,10001,12.6491,129,2.69508,
10000,10001,22.561,472,2.75212,
10000,10001,85.703,264,2.70017,
10000,10001,53.7587,589,2.71692,
10000,10001,82.4197,454,2.78762,
10000,10001,33.1059,233,2.648,
10000,10001,62.8013,341,2.68854,
10000,10001,3.60555,114,2.62609,
10000,10001,61.0328,138,2.77008,
10000,10001,26.5707,93,2.70867,
10000,10001,45.6946,175,2.79565,
10000,10001,35.2278,924,2.91386,
10000,10001,37.2022,603,2.71268,
10000,10001,17.72,185,2.73778,
10000,10001,24.7588,182,2.71385,
10000,10001,81.939,331,2.65557,
10000,10001,85,286,2.66671,
10000,10001,25.4951,197,2.5953,
10000,10001,46.0109,180,2.6151,
10000,10001,76.9675,241,2.56564,
10000,10001,57.3062,159,2.64972,
10000,10001,31.0483,463,2.6841,
10000,10001,73.0274,470,2.66067,
10000,10001,80.0562,352,2.75694,
10000,10001,85.1587,385,2.71026,
10000,10001,34.0588,387,2.65659,
10000,10001,85.6037,503,2.69971,
10000,10001,70.2282,213,2.75216,
10000,10001,106.832,484,2.65673,
10000,10001,19.0263,61,2.63013,
10000,10001,28.6356,141,2.81631,
10000,10001,73,382,2.71237,
10000,10001,27.6586,78,2.65028,
10000,10001,87.8635,553,2.69476,
10000,10001,72.9178,184,2.90734,
10000,10001,17,60,2.53173,
10000,10001,45.607,275,2.6322,
10000,10001,56.3205,471,2.65122,
10000,10001,46.7547,167,2.74269,
10000,10001,13.3417,73,2.67435,
10000,10001,70.0928,300,2.71077,
10000,10001,55.3624,324,2.70703,
10000,10001,35.3553,129,2.63841,
10000,10001,57.7062,467,2.78264,
10000,10001,42.9418,315,2.64838,
10000,10001,85.8021,375,2.55733,
10000,10001,68.6003,167,2.66862,
10000,10001,82.0061,274,2.66347,
10000,10001,44.6542,147,2.68726,
10000,10001,47.7074,243,2.60423,
10000,10001,104.35,330,2.67319,
10000,10001,28.2312,66,2.66254,
10000,10001,93.2309,261,2.67428,
10000,10001,94.1116,340,2.70601,
10000,10001,80.4984,253,2.76365,
10000,10001,32.249,69,2.6765,
10000,10001,63.9062,255,2.99887,
10000,10001,50.5964,211,2.91488,
10000,10001,57.8705,170,2.69841,
10000,10001,76.5768,333,2.72251,
10000,10001,99.4032,364,2.72722,
10000,10001,38.2884,405,2.69219,
10000,10001,87.4643,389,2.73952,
10000,10001,7.2111,23,2.60779,
10000,10001,57.0088,469,2.68237,
10000,10001,15.5242,112,2.63967,
10000,10001,27.2947,480,2.78709,
10000,10001,37.3631,125,2.70967,
10000,10001,66.5282,211,2.70703,
10000,10001,60.208,580,2.6436,
10000,10001,62.5859,240,2.70941,
10000,10001,20.2237,50,2.61649,
10000,10001,43.2666,131,2.73642,
10000,10001,98.2497,330,2.77433,
10000,10001,41.5933,163,2.65291,
10000,10001,31.1448,171,2.69711,
10000,10001,16.2788,184,2.62687,
10000,10001,16.2788,372,2.71974,
10000,10001,25.2389,132,2.90307,
10000,10001,58.258,319,2.7187,
10000,10001,57.7062,205,2.71672,
